45 Boakes Road Mount Wellington Auckland City,{"x": 19462432.040087096, "y": -4425474.154647321},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
49 Boakes Road Mount Wellington Auckland City,{"x": 19462432.25704094, "y": -4425515.499541132},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
50 Boakes Road Mount Wellington Auckland City,{"x": 19462439.96560249, "y": -4425430.285207787},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
54 Boakes Road Mount Wellington Auckland City,{"x": 19462439.96560249, "y": -4425476.66039388},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
55 Boakes Road Mount Wellington Auckland City,{"x": 19462434.690575328, "y": -4425579.650280493},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
60 Boakes Road Mount Wellington Auckland City,{"x": 19462439.907903165, "y": -4425539.304249966},{"OBJECTID": 201099, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
64 Boakes Road Mount Wellington Auckland City,{"x": 19462459.529654507, "y": -4425612.770988633},{"OBJECTID": 122223, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
66 Boakes Road Mount Wellington Auckland City,{"x": 19462482.68126602, "y": -4425624.046999953},{"OBJECTID": 45994, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
74 Boakes Road Mount Wellington Auckland City,{"x": 19462559.82567314, "y": -4425661.486466497},{"OBJECTID": 42708, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
78 Boakes Road Mount Wellington Auckland City,{"x": 19462598.351223245, "y": -4425677.626792418},{"OBJECTID": 80125, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
4 Camp Road Mount Wellington Auckland City,{"x": 19463595.443037145, "y": -4429711.906466396},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
8 Camp Road Mount Wellington Auckland City,{"x": 19463613.19521975, "y": -4429707.595239785},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
9 Camp Road Mount Wellington Auckland City,{"x": 19463669.1496255, "y": -4429702.636490229},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
10 Camp Road Mount Wellington Auckland City,{"x": 19463621.992735695, "y": -4429704.25052214},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
12 Camp Road Mount Wellington Auckland City,{"x": 19463643.533057164, "y": -4429700.626113211},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
16 Camp Road Mount Wellington Auckland City,{"x": 19463664.68332681, "y": -4429695.748715875},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
18 Camp Road Mount Wellington Auckland City,{"x": 19463670.082755722, "y": -4429694.35925551},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
19 Camp Road Mount Wellington Auckland City,{"x": 19463771.393410813, "y": -4429679.940108391},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
20 Camp Road Mount Wellington Auckland City,{"x": 19463692.12401489, "y": -4429689.210064738},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
21 Camp Road Mount Wellington Auckland City,{"x": 19463792.43279458, "y": -4429676.327380669},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
30 Camp Road Mount Wellington Auckland City,{"x": 19463746.72622513, "y": -4429678.065442801},{"OBJECTID": 54009, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
6/99 Carbine Road Mount Wellington Auckland City,{"x": 19464046.757694617, "y": -4427986.313452438},{"OBJECTID": 210473, "NAME": null, "ZONE": 27, "VALIDATIONSTATE": 3, "VERSIONSTATUS": 4}
